filename,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1_char_10_0.png,0.28667077,0.0,0.0,0.08408766,0.19209711,0.0009989694,0.0,0.1220796,0.00016064958,0.09465952,0.0017591192,0.000104658066,0.0,0.0075156065,0.17447312,0.0,0.32720432,0.02048701,7.3932883e-06,2.048666e-05,4.8936963e-05,0.13182439,0.019724755,0.0027015798,0.020450449,0.002848297,0.22080792,0.03135857,0.033053707,0.117209464,0.10701057,0.031469118,0.045708086,0.07866976,0.0030525965,0.28753886,2.3635328e-05,0.053467434,0.0004716996,0.09696706,0.0,0.2251281,0.0027471369,0.0084593175,0.00017648507,0.052654307,0.0,0.032461386,0.32284513,0.022603698,0.003958246,0.12838408,0.018888436,0.15666115,0.0039161183,0.0001307272,0.0043564085,0.0020972204,0.0003196975,0.006159677,0.01083632,0.013674845,0.0064677997,0.019249301
1_char_11_0.png,0.2669204,1.7681296e-05,0.0,0.0832013,0.18423155,0.0012747457,0.0,0.1131987,0.00012309471,0.090682335,0.0018113097,0.00030689148,0.0,0.0086963605,0.16333108,0.0,0.3137837,0.023837771,1.2615563e-05,1.1688229e-05,5.5725726e-05,0.11769271,0.022857431,0.0021943264,0.01772457,0.0035548296,0.21305516,0.030549414,0.029002534,0.10895313,0.102597535,0.02727551,0.04475454,0.07031818,0.0048716087,0.27344358,1.0298856e-05,0.054666024,0.0005542988,0.08681737,0.0,0.21167654,0.0026172313,0.009189749,0.0005039632,0.055596724,1.2573463e-06,0.03580467,0.29675677,0.02069687,0.004092953,0.11558507,0.016157426,0.13995369,0.0031748023,0.00011301728,0.0042121704,0.0022866516,0.000689826,0.0065629845,0.009764742,0.011863008,0.0064742705,0.023800831
1_char_12_0.png,0.28753862,0.0,0.0,0.083993845,0.19229978,0.0010526984,0.0,0.12211171,0.00011739402,0.09481112,0.0017911479,0.000106107414,0.0,0.007457996,0.17534429,0.0,0.3279791,0.021011867,1.3634241e-05,3.345991e-05,3.651637e-05,0.13197383,0.019452753,0.0027390332,0.020605506,0.0028436272,0.22139375,0.031380534,0.03290916,0.11737402,0.10784137,0.032073647,0.04582737,0.07927826,0.0032895785,0.28853884,2.3507984e-05,0.05313979,0.0004855527,0.09721149,0.0,0.22529133,0.0027554596,0.008826626,0.0001786541,0.05247109,0.0,0.03250089,0.3236954,0.022899387,0.0040714173,0.1283748,0.019227155,0.1573923,0.004207852,0.0001366212,0.004505817,0.0022915336,0.00034604967,0.0065710233,0.011137289,0.013833577,0.006534079,0.018896846
1_char_15_0.png,0.2843838,0.0,0.0,0.08053326,0.18997896,0.001171458,0.0,0.12129623,5.0768103e-05,0.092361525,0.0017891382,3.4808345e-05,0.0,0.00782548,0.17372224,0.0,0.32460207,0.022407187,1.8215529e-05,1.3338776e-05,6.196749e-05,0.12646413,0.017579969,0.0025367888,0.019277541,0.0028244464,0.21581727,0.0327058,0.032387346,0.11644605,0.105498314,0.032469753,0.045618124,0.07684729,0.0024040588,0.28354728,2.0217953e-05,0.050943293,0.0010313492,0.09413454,0.0,0.22339335,0.0027479618,0.009320177,0.00017187532,0.054799367,0.0,0.03272903,0.3182977,0.02064155,0.0046699233,0.12481416,0.018420154,0.15401049,0.003678642,0.00011900229,0.0049051093,0.0017741083,0.00024722118,0.0064351223,0.008538836,0.013823486,0.0060208216,0.018831186
1_char_16_0.png,0.269667,0.0,0.0,0.082856596,0.18549474,0.0013304548,0.0,0.1143621,4.970027e-05,0.09258839,0.0021426463,7.180756e-05,0.0,0.009414588,0.1681973,0.0,0.3170118,0.02545572,7.0066244e-06,4.761635e-05,5.058328e-05,0.121006995,0.01990545,0.0023226307,0.018566778,0.0039206506,0.21646102,0.03156297,0.031290717,0.11028844,0.1030551,0.027846497,0.04469301,0.0712391,0.0037831455,0.27597976,1.4440986e-05,0.053968698,0.0005543418,0.08709239,0.0,0.21212593,0.0005040761,0.0107489955,0.00038536862,0.05846639,0.0,0.034383606,0.3024072,0.019476617,0.0041273297,0.11725772,0.017883195,0.14208487,0.0031361673,0.00012551987,0.0034196137,0.0014103728,0.0010165999,0.005855566,0.010277935,0.011768559,0.0065397336,0.022667617
1_char_18_0.png,0.2752586,0.0,0.0,0.08305652,0.18837984,0.0013248577,0.0,0.11745587,0.0001639621,0.091247775,0.001907596,8.401426e-05,0.0,0.008303061,0.16744812,0.0,0.31806663,0.023794062,1.68299e-05,1.676983e-06,6.0306797e-05,0.12303479,0.02139246,0.0025095425,0.0199689,0.003773952,0.21694703,0.031374052,0.030750927,0.11235148,0.103989966,0.030480437,0.045011993,0.07408788,0.0060607307,0.27936476,4.4690685e-07,0.05379033,0.0006899533,0.09116789,0.0,0.21687558,0.0030474036,0.009168764,4.486531e-05,0.055648107,0.0,0.03472679,0.30749586,0.02312669,0.0041997912,0.12117188,0.01909677,0.148793,0.0038584205,0.0001149994,0.004623813,0.0027475625,0.000796107,0.007398599,0.009464582,0.012113065,0.006389494,0.023166027
1_char_21_0.png,0.310581,0.0,0.0,0.080561414,0.19900768,0.0011590751,0.0,0.13388029,5.0897357e-05,0.0954812,0.0017543978,4.6811172e-05,0.0,0.0074181175,0.18641676,0.0,0.33781844,0.017505322,3.193497e-05,1.6016105e-05,6.429926e-05,0.1448892,0.013316719,0.00252584,0.022502555,0.002784878,0.22319716,0.03222229,0.037764072,0.12831268,0.10637861,0.037325982,0.04812447,0.08797459,0.0016248785,0.29797465,2.0531306e-05,0.05041541,0.0010198894,0.10922385,0.0,0.24180776,0.003031557,0.008501907,0.00014534178,0.051845726,0.0,0.029770238,0.34906337,0.022801287,0.004693203,0.14278564,0.023797406,0.17829591,0.0037677775,0.00011911648,0.004979315,0.0019381526,0.00019620032,0.006345275,0.007142329,0.015229313,0.0051352433,0.014024891
1_char_5_0.png,0.25478646,0.0,0.0,0.08323978,0.17752206,0.0009253744,0.0,0.10658348,0.00010825541,0.086795606,0.0014530203,7.245352e-05,0.0,0.0060818465,0.15786557,0.0,0.30769864,0.02716484,2.9480598e-06,1.1720809e-05,6.151744e-05,0.110971764,0.023512134,0.0025869412,0.014878237,0.0021527186,0.20651935,0.031668015,0.026174318,0.10480057,0.10537845,0.025794808,0.0423794,0.06635956,0.007632769,0.26748323,1.43260195e-05,0.052533917,0.0002954231,0.08137752,0.0,0.20225267,0.0029441444,0.006433905,0.0001788493,0.055317864,0.0,0.036377847,0.28307456,0.016155731,0.0036574558,0.110494696,0.016566817,0.13274018,0.0027100318,0.000102780745,0.0044987807,0.0017153588,0.00047710334,0.0032917028,0.009844137,0.010094305,0.0065507283,0.02579219
1_char_8_0.png,0.27057967,0.0,0.0,0.08259104,0.18639532,0.0015004559,0.0,0.114663415,5.1101557e-05,0.09239044,0.0018134544,2.8878301e-05,0.0,0.008689987,0.16651165,0.0,0.31777817,0.023811605,1.5195975e-06,1.1561957e-05,4.8674017e-05,0.11908542,0.021124331,0.0024997268,0.018125543,0.0032480897,0.21498218,0.031368278,0.029896984,0.1097175,0.10427883,0.02843917,0.045278236,0.07118799,0.003425258,0.2762034,1.8928791e-05,0.053444758,0.00065033906,0.087530315,0.0,0.21402372,0.002622475,0.010726275,0.00010280884,0.055932682,0.0,0.03439603,0.30315912,0.02123372,0.0043363133,0.117066935,0.015837857,0.1404721,0.004071452,0.00013021454,0.0047171135,0.0022491924,0.0006014471,0.0071281847,0.010411931,0.012732559,0.00656067,0.021869143
2_char_11_0.png,0.29909462,0.0,0.0,0.08156063,0.19477175,0.0012836677,0.0,0.12786084,5.018674e-05,0.09463894,0.001887991,8.552849e-05,0.0,0.0073709297,0.18107067,0.0,0.33224726,0.018561117,2.2216018e-06,6.424589e-05,5.204458e-05,0.1381619,0.01647235,0.0025907937,0.021089006,0.0027083922,0.22120655,0.0320571,0.035177954,0.1230488,0.10631461,0.03453369,0.04727654,0.0832221,0.0012486784,0.29221767,1.4266087e-05,0.05059665,0.0008199562,0.10220182,0.0,0.2332222,0.00253965,0.008199735,0.00053492776,0.052178264,0.0,0.031394146,0.33481464,0.021580398,0.0043503237,0.13523433,0.021788064,0.16802539,0.0034730646,0.00013027394,0.0047088168,0.0017921962,0.0002000093,0.005075287,0.008963242,0.014649366,0.0068563456,0.015716732
2_char_12_0.png,0.29328206,3.4941215e-05,0.0,0.082333416,0.196845,0.0012210219,0.0,0.1259626,3.487187e-05,0.093526006,0.0023261039,0.0002535594,0.0,0.0107945865,0.17643109,0.0,0.3282329,0.021957861,0.0,0.00014672607,6.632264e-05,0.13248815,0.018886048,0.002554409,0.021669026,0.0036885673,0.22433239,0.03221327,0.033260796,0.11845904,0.10520086,0.034540713,0.046707503,0.08165081,0.0020597468,0.29245695,1.1846941e-05,0.05087377,0.0008052423,0.09752567,0.0,0.22870018,0.0031414502,0.010171828,0.0011145865,0.053070184,0.0,0.034103945,0.32445735,0.023080988,0.0040650843,0.12958899,0.019729372,0.16333841,0.0033674845,0.00011163927,0.0050623026,0.0027584797,0.0003673401,0.00794599,0.008993842,0.01419679,0.006864116,0.019456394
2_char_13_0.png,0.24620637,0.0,0.0,0.08266333,0.1766724,0.0014428998,0.0,0.10216771,4.8094676e-05,0.09032178,0.0021044023,0.0002041155,0.0,0.009928483,0.15670665,0.0,0.3060682,0.029240351,9.316853e-06,5.8806552e-05,6.114307e-05,0.10448374,0.024103386,0.002514623,0.015231301,0.0039827265,0.21048346,0.031709414,0.025245069,0.09837218,0.102377646,0.023233138,0.04250925,0.061827138,0.005031042,0.2623654,1.1625299e-05,0.054642975,0.0007092304,0.07184684,0.0,0.1949149,0.00058733195,0.012332839,0.0005525773,0.059983287,0.0,0.036590002,0.27383712,0.018542748,0.0043483465,0.10076604,0.010684331,0.11765707,0.0034625046,0.00011431762,0.0035440428,0.0014960608,0.000824642,0.007831506,0.011784642,0.011059934,0.007334311,0.025734566
2_char_16_0.png,0.25525123,0.0,0.0,0.08303037,0.17874536,0.0009243769,0.0,0.10693113,0.00010219566,0.08725144,0.001437245,7.693691e-05,0.0,0.0075142877,0.158277,0.0,0.3081097,0.028490094,3.1123204e-06,1.24870585e-05,6.729721e-05,0.11140482,0.024151705,0.0025988545,0.01592099,0.0022212698,0.20785117,0.03174781,0.027213858,0.10485624,0.10517129,0.026680356,0.042452432,0.06677995,0.008858307,0.2685487,1.5270287e-05,0.05251818,0.0002927415,0.08239056,0.0,0.20248418,0.0029047164,0.006667925,7.5426506e-05,0.056967214,0.0,0.03584695,0.28405565,0.016584735,0.0035403217,0.11069084,0.017031735,0.13391423,0.002379136,0.00010877749,0.0043552653,0.0018555319,0.00037313503,0.005027661,0.010065064,0.010545006,0.006750037,0.026545633
